SKU Code,CFA Code,Channel,Quantity,DATE,Secondary Sales Amount STC,Secondary Sales Amount Invoiced,Secondary Sales Amount Returned,Secondary Sales Quantity Invoiced,Secondary Sales Quantity Returned,SKU Combination
8,1,1,2,2019-05-01,0.0,0.0,0.0,0.0,0.0,2
8,1,1,2,2019-06-01,0.0,0.0,0.0,0.0,0.0,2
8,1,1,2,2019-07-01,0.0,0.0,0.0,0.0,0.0,2
8,1,1,2,2019-08-01,0.0,0.0,0.0,0.0,0.0,2
8,1,1,2,2019-10-01,0.0,0.0,0.0,0.0,0.0,2
8,1,2,2,2018-09-01,10025.09,10025.09,0.0,288.0,0.0,3
8,1,2,2,2018-10-01,912286.95,912286.95,-57622.85000000001,27185.0,-1369.0,3
8,1,2,2,2018-11-01,311151.0600000001,311151.0600000001,-10010.15,9078.0,-229.0,3
8,1,2,2,2018-12-01,263713.0,263713.0,-6625.77,7657.0,-158.0,3
8,1,2,2,2019-01-01,925514.5000000005,925514.5000000005,-8541.57,27638.0,-213.0,3
8,1,2,2,2019-02-01,244749.2899999999,305968.77,9847.0,7425.0,249.0,3
8,1,2,2,2019-03-01,215944.26000000007,258315.0,3808.0,6417.0,91.0,3
8,1,2,2,2019-04-01,139533.75999999998,188369.0,17260.0,4508.0,416.0,3
8,1,2,2,2019-05-01,216872.8,274596.0,2041.0,6483.0,48.0,3
8,1,2,2,2019-06-01,345456.27000000014,413900.0,2460.0,10150.0,57.0,3
8,1,2,2,2019-07-01,250014.27000000005,311105.0,2014.0,7343.0,48.0,3
8,1,2,2,2019-08-01,341388.87,423537.0,10275.0,10565.0,264.0,3
8,1,2,2,2019-09-01,229129.85000000003,278004.0,342.0,7010.0,8.0,3
8,1,2,2,2019-10-01,237233.23,283266.0,134.0,7149.0,3.0,3
8,1,2,2,2019-11-01,697690.9700000001,851229.0,11224.0,20466.0,262.0,3
8,1,2,2,2019-12-01,310458.33,379977.04,713.0,9525.0,16.0,3
8,2,1,2,2019-01-01,0.0,0.0,0.0,0.0,0.0,4
8,2,1,2,2019-02-01,0.0,0.0,0.0,0.0,0.0,4
8,2,1,2,2019-03-01,0.0,0.0,0.0,0.0,0.0,4
8,2,1,2,2019-04-01,95927.63,95927.63,0.0,2592.0,0.0,4
8,2,1,2,2019-05-01,0.0,0.0,0.0,0.0,0.0,4
8,2,1,2,2019-06-01,3551.58,3551.58,0.0,96.0,0.0,4
8,2,1,2,2019-07-01,31974.72,31974.72,0.0,864.0,0.0,4
8,2,1,2,2019-08-01,5327.37,5327.37,0.0,144.0,0.0,4
8,2,1,2,2019-09-01,5327.37,5327.37,0.0,144.0,0.0,4
8,2,1,2,2019-10-01,1775.79,1775.79,0.0,48.0,0.0,4
8,2,1,2,2019-12-01,10654.72,12892.22,0.0,288.0,0.0,4
8,2,2,2,2018-09-01,6783.87,6783.87,0.0,192.0,0.0,5
8,2,2,2,2018-10-01,351736.35,351736.35,-8595.25,10164.0,-199.0,5
8,2,2,2,2018-11-01,69940.00000000003,69940.00000000003,0.0,2013.0,0.0,5
8,2,2,2,2018-12-01,43976.58,43976.58,-424.96,1278.0,-10.0,5
8,2,2,2,2019-01-01,518105.88,518105.88,-1006.59,15379.0,-23.0,5
8,2,2,2,2019-02-01,59488.63999999999,74772.0,1975.0,1810.0,50.0,5
8,2,2,2,2019-03-01,95264.46,113314.0,87.0,2857.0,2.0,5
8,2,2,2,2019-04-01,44555.01,57402.0,2214.0,1327.0,54.0,5
8,2,2,2,2019-05-01,77492.97000000003,94665.19,0.0,2381.0,0.0,5
8,2,2,2,2019-06-01,98452.07000000002,118429.0,0.0,2942.0,0.0,5
8,2,2,2,2019-07-01,39548.55999999998,51445.0,2021.0,1226.0,49.0,5
8,2,2,2,2019-08-01,199161.62999999995,255223.0,14602.0,6280.0,390.0,5
8,2,2,2,2019-09-01,128114.24,161929.0,7174.0,4125.0,192.0,5
8,2,2,2,2019-10-01,163569.74000000002,197495.0,1988.0,4938.0,48.0,5
8,2,2,2,2019-11-01,279457.18,332953.0,3899.0,7981.0,97.0,5
8,2,2,2,2019-12-01,245892.13,291649.0,0.0,7143.0,0.0,5
8,3,2,2,2018-09-01,-311.0,-311.0,-377.0,0.0,-9.0,6
8,3,2,2,2018-10-01,141487.52999999994,141487.52999999994,-257.28,4024.0,-6.0,6
8,3,2,2,2018-11-01,103678.23,103678.23,-6731.6399999999985,3174.0,-156.0,6
8,3,2,2,2018-12-01,89471.48000000003,89471.48000000003,0.0,2627.0,0.0,6
8,3,2,2,2019-01-01,372956.48999999993,372956.48999999993,-9785.47,11124.0,-246.0,6
8,3,2,2,2019-02-01,93470.73,122894.73,8328.0,2803.0,201.0,6
8,3,2,2,2019-03-01,44714.61,57294.0,4220.0,1440.0,105.0,6
8,3,2,2,2019-04-01,79942.80999999995,94789.72,0.0,2402.0,0.0,6
8,3,2,2,2019-05-01,88421.21000000002,106217.58,247.0,2657.0,6.0,6
8,3,2,2,2019-06-01,92516.05,112237.23,5867.0,2858.0,148.0,6
8,3,2,2,2019-07-01,33204.36,40791.0,0.0,982.0,0.0,6
8,3,2,2,2019-08-01,250136.8799999999,296715.58,5237.0,8016.0,138.0,6
8,3,2,2,2019-09-01,121296.11000000002,141767.82,0.0,3743.0,0.0,6
8,3,2,2,2019-10-01,46576.22,60472.0,3721.0,1559.0,99.0,6
8,3,2,2,2019-11-01,65446.09,82462.92,2361.0,2121.0,55.0,6
8,3,2,2,2019-12-01,68019.16,83335.0,0.0,2151.0,0.0,6
8,4,2,2,2018-10-01,804544.1099999999,804544.1099999999,-508.27,22836.0,-12.0,7
8,4,2,2,2018-11-01,284422.0700000001,284422.0700000001,-5964.92,8343.0,-144.0,7
8,4,2,2,2018-12-01,275192.26,275192.26,0.0,7925.0,0.0,7
8,4,2,2,2019-01-01,735156.9200000006,735156.9200000006,-3771.63,21690.0,-96.0,7
8,4,2,2,2019-02-01,138684.95999999993,208315.87,39704.0,5090.0,1008.0,7
8,4,2,2,2019-03-01,160577.22,206639.0,15579.0,5197.0,384.0,7
8,4,2,2,2019-04-01,199746.14,261028.0,17507.0,6256.0,432.0,7
8,4,2,2,2019-05-01,308638.74,374512.0,2050.0,9204.0,48.0,7
8,4,2,2,2019-06-01,309980.81999999995,353679.0,0.0,8888.0,0.0,7
8,4,2,2,2019-07-01,211123.96,266628.0,11835.0,6169.0,288.0,7
8,4,2,2,2019-08-01,589861.31,725279.0,3587.0,18714.0,96.0,7
8,4,2,2,2019-09-01,104839.04,139757.0,11347.0,3608.0,288.0,7
8,4,2,2,2019-10-01,359380.48,432321.0,4100.0,10640.0,96.0,7
8,4,2,2,2019-11-01,629244.15,753822.0,267.0,18071.0,6.0,7
8,4,2,2,2019-12-01,321144.86999999994,531020.1,147586.0,13130.0,3600.0,7
8,5,1,2,2019-02-01,4063.8,5081.0,0.0,114.0,0.0,8
8,5,1,2,2019-03-01,14544.09,18175.0,0.0,408.0,0.0,8
8,5,1,2,2019-04-01,177648.97999999995,177648.97999999995,0.0,4800.0,0.0,8
8,5,1,2,2019-08-01,4491.9000000000015,5613.0,0.0,126.0,0.0,8
8,5,1,2,2019-09-01,1711.2,2139.0,0.0,48.0,0.0,8
8,5,1,2,2019-10-01,1461.65,1827.0,0.0,41.0,0.0,8
8,5,1,2,2019-11-01,427.8,534.0,0.0,12.0,0.0,8
8,5,1,2,2019-12-01,3422.4,4276.0,0.0,96.0,0.0,8
8,5,2,2,2018-09-01,8658.66,8658.66,0.0,240.0,0.0,9
8,5,2,2,2018-10-01,875685.3200000004,875685.3200000004,-9473.81,25054.0,-221.0,9
8,5,2,2,2018-11-01,187669.21,187669.21,-35234.67,6162.0,-811.0,9
8,5,2,2,2018-12-01,139725.88000000006,139725.88000000006,-5384.22,4165.0,-127.0,9
8,5,2,2,2019-01-01,920848.9300000005,920848.9300000005,-8241.26,27698.0,-200.0,9
8,5,2,2,2019-02-01,105986.05999999998,149494.0,19127.0,3588.0,435.0,9
8,5,2,2,2019-03-01,159817.50000000006,177172.63,2020.0,4828.0,51.0,9
8,5,2,2,2019-04-01,120057.77000000002,148791.0,134.0,3568.0,3.0,9
8,5,2,2,2019-05-01,174885.04000000007,229077.0,12769.0,5573.0,291.0,9
8,5,2,2,2019-06-01,302366.35000000003,366629.0,2249.0,9043.0,57.0,9
8,5,2,2,2019-07-01,116540.55,153672.0,9010.0,3621.0,223.0,9
8,5,2,2,2019-08-01,835811.8500000002,1020736.0,6752.0,26593.0,173.0,9
8,5,2,2,2019-09-01,155628.74999999994,203871.0,10791.0,5012.0,275.0,9
8,5,2,2,2019-10-01,607750.1699999999,730562.0,10729.0,17605.0,242.0,9
8,5,2,2,2019-11-01,844535.6500000003,1003967.0,19009.0,24539.0,459.0,9
8,5,2,2,2019-12-01,575055.0900000001,681395.0,4021.0,16440.0,95.0,9
8,6,1,2,2019-01-01,0.0,0.0,0.0,0.0,0.0,10
8,6,1,2,2019-02-01,427.77,535.0,0.0,12.0,0.0,10
8,6,1,2,2019-03-01,1283.31,1605.0,0.0,36.0,0.0,10
8,6,1,2,2019-04-01,267329.01,267543.47000000003,0.0,7224.0,0.0,10
8,6,1,2,2019-05-01,9669.76,10312.14,0.0,264.0,0.0,10
8,6,1,2,2019-06-01,427.77,535.0,0.0,12.0,0.0,10
8,6,1,2,2019-07-01,4408.52,4622.98,0.0,120.0,0.0,10
8,6,1,2,2019-08-01,7468.31,8003.47,0.0,204.0,0.0,10
8,6,1,2,2019-09-01,8882.45,8882.45,0.0,240.0,0.0,10
8,6,1,2,2019-10-01,14211.92,14211.92,0.0,384.0,0.0,10
8,6,1,2,2019-12-01,14211.92,17196.42,0.0,384.0,0.0,10
8,6,2,2,2018-01-01,-83.39,-83.39,-100.9,0.0,-3.0,11
8,6,2,2,2018-04-01,55.6,55.6,0.0,2.0,0.0,11
8,6,2,2,2018-05-01,-5386.0,-5386.0,-6517.0,192.0,0.0,11
8,6,2,2,2018-10-01,624048.93,624048.93,-3749.65,17838.0,-89.0,11
8,6,2,2,2018-11-01,85320.04,85320.04,-1112.52,2476.0,-28.0,11
8,6,2,2,2018-12-01,58961.43000000001,58961.43000000001,-133.64,1708.0,-3.0,11
8,6,2,2,2019-01-01,618333.9199999999,618333.9199999999,-17289.420000000002,18671.0,-430.0,11
8,6,2,2,2019-02-01,92923.91999999998,116181.93,2221.0,2850.0,54.0,11
8,6,2,2,2019-03-01,119501.9,141787.0,0.0,3560.0,0.0,11
8,6,2,2,2019-04-01,37303.05,53559.0,7515.0,1294.0,183.0,11
8,6,2,2,2019-05-01,113701.2,138269.0,124.0,3456.0,3.0,11
8,6,2,2,2019-06-01,133437.9,162280.0,1896.0,4051.0,48.0,11
8,6,2,2,2019-07-01,68079.23,85574.0,344.0,2043.0,8.0,11
8,6,2,2,2019-08-01,472855.2200000001,564739.0,0.0,14978.0,0.0,11
8,6,2,2,2019-09-01,173973.28000000006,210221.0,134.0,5482.0,3.0,11
8,6,2,2,2019-10-01,289704.86000000004,347758.48,134.0,8649.0,3.0,11
8,6,2,2,2019-11-01,517279.94,608980.61,2061.0,14953.0,51.0,11
8,6,2,2,2019-12-01,212005.52,252856.0,0.0,6342.0,0.0,11
8,7,1,2,2018-12-01,1711.07,1711.07,0.0,48.0,0.0,12
8,7,1,2,2019-01-01,4705.45,4705.45,0.0,132.0,0.0,12
8,7,1,2,2019-02-01,7272.049999999998,9088.0,0.0,204.0,0.0,12
8,7,1,2,2019-03-01,5133.22,6417.0,0.0,144.0,0.0,12
8,7,1,2,2019-04-01,212157.22000000003,213812.54000000004,134.0,5742.0,3.0,12
8,7,1,2,2019-05-01,1497.1799999999996,1871.0,0.0,42.0,0.0,12
8,7,1,2,2019-06-01,5839.58,6853.79,0.0,162.0,0.0,12
8,7,1,2,2019-07-01,17681.5,18964.28,0.0,480.0,0.0,12
8,7,1,2,2019-08-01,23958.59,25453.840000000004,0.0,648.0,0.0,12
8,7,1,2,2019-09-01,22308.4,24283.7,0.0,606.0,0.0,12
8,7,1,2,2019-10-01,24943.58,25797.44,0.0,672.0,0.0,12
8,7,1,2,2019-11-01,17993.4,17993.4,0.0,576.0,0.0,12
8,7,1,2,2019-12-01,4026.45,4889.39,0.0,348.0,0.0,12
8,7,2,1,2018-07-01,406.59,406.59,0.0,18.0,0.0,13
8,7,2,1,2018-08-01,201.48,201.48,0.0,9.0,0.0,13
8,7,2,1,2018-09-01,2927.8099999999995,2927.8099999999995,0.0,132.0,0.0,13
8,7,2,1,2018-10-01,11603.78,11603.78,0.0,520.0,0.0,13
8,7,2,1,2018-11-01,67.61,67.61,0.0,3.0,0.0,13
8,7,2,1,2019-01-01,89.10999999999999,89.10999999999999,0.0,4.0,0.0,13
8,7,2,1,2019-02-01,562.7300000000001,683.0,0.0,25.0,0.0,13
8,7,2,1,2019-03-01,45.08,54.0,0.0,2.0,0.0,13
8,7,2,1,2019-06-01,44.83,54.0,0.0,2.0,0.0,13
8,7,2,1,2019-08-01,112.69,136.0,0.0,5.0,0.0,13
8,7,2,2,2018-03-01,-51.0,-51.0,-61.0,2.0,0.0,13
8,7,2,2,2018-07-01,-69.0,-69.0,-83.0,0.0,-2.0,13
8,7,2,2,2018-09-01,2594.15,2594.15,0.0,73.0,0.0,13
8,7,2,2,2018-10-01,1196072.360000001,1196072.360000001,-7877.06,33933.0,-182.0,13
8,7,2,2,2018-11-01,303090.38999999984,303090.38999999984,-523.68,8656.0,-12.0,13
8,7,2,2,2018-12-01,107945.80000000002,107945.80000000002,-27310.22,3725.0,-658.0,13
8,7,2,2,2019-01-01,804867.6300000001,804867.6300000001,-21422.0,24448.0,-526.0,13
8,7,2,2,2019-02-01,199367.38999999996,263572.23,4117.0,7560.0,99.0,13
8,7,2,2,2019-03-01,166614.58,227568.06,1689.0,5649.0,41.0,13
8,7,2,2,2019-04-01,155939.30999999994,200119.69,2486.0,5240.0,59.0,13
8,7,2,2,2019-05-01,228324.66000000003,290228.0600000001,995.0,7116.0,25.0,13
8,7,2,2,2019-06-01,173805.89,217690.0,2518.0,5155.0,62.0,13
8,7,2,2,2019-07-01,257984.49999999942,319803.9,4701.0,7630.0,115.0,13
8,7,2,2,2019-08-01,315625.08,403308.86,29529.0,8679.0,745.0,13
8,7,2,2,2019-09-01,168698.5199999999,237936.56000000003,30122.0,9125.0,717.0,13
8,7,2,2,2019-10-01,148368.44,197675.82,8286.0,4712.0,202.0,13
8,7,2,2,2019-11-01,317439.51,399497.46,6506.0,11073.0,152.0,13
8,7,2,2,2019-12-01,241689.13000000003,303098.0,7991.0,7125.0,193.0,13
8,8,2,2,2018-03-01,-186.0,-186.0,-226.0,5.0,0.0,14
8,8,2,2,2018-09-01,-124.0,-124.0,-150.0,0.0,-3.0,14
8,8,2,2,2018-10-01,319138.48000000016,319138.48000000016,-9942.66,9253.0,-232.0,14
8,8,2,2,2018-11-01,156466.19,156466.19,-133.64,4482.0,-3.0,14
8,8,2,2,2018-12-01,158247.22999999998,158247.22999999998,-163.06,4578.0,-4.0,14
8,8,2,2,2019-01-01,450327.3900000001,450327.3900000001,-9259.03,13762.0,-233.0,14
8,8,2,2,2019-02-01,165539.53999999998,212698.67,16453.0,5295.0,403.0,14
8,8,2,2,2019-03-01,163831.46,198017.0,3731.0,4867.0,96.0,14
8,8,2,2,2019-04-01,62819.19999999999,77152.0,-10.0,1860.0,0.0,14
8,8,2,2,2019-05-01,184613.43,223172.0,132.0,5549.0,3.0,14
8,8,2,2,2019-06-01,95529.33,112032.0,0.0,2803.0,0.0,14
8,8,2,2,2019-07-01,88876.17000000001,109296.0,790.0,2621.0,18.0,14
8,8,2,2,2019-08-01,160806.55,189210.0,45.0,5021.0,1.0,14
8,8,2,2,2019-09-01,39117.83,47121.0,257.0,1239.0,6.0,14
8,8,2,2,2019-10-01,5907.59,7618.59,0.0,238.0,0.0,14
8,8,2,2,2019-11-01,898.24,1250.0,0.0,28.0,0.0,14
8,8,2,2,2019-12-01,81688.87999999999,108329.45,9102.0,2594.0,243.0,14
8,9,1,2,2018-10-01,14207.0,14207.0,0.0,384.0,0.0,15
8,9,1,2,2018-11-01,14206.0,14206.0,0.0,384.0,0.0,15
8,9,1,2,2018-12-01,30189.0,30189.0,0.0,816.0,0.0,15
8,9,1,2,2019-01-01,37292.0,37292.0,0.0,1008.0,0.0,15
8,9,1,2,2019-02-01,42618.82,42618.82,0.0,1344.0,0.0,15
8,9,1,2,2019-03-01,55049.33,55049.33,0.0,1488.0,0.0,15
8,9,1,2,2019-04-01,319746.83,319746.83,0.0,8544.0,0.0,15
8,9,1,2,2019-05-01,30188.32,30188.32,0.0,816.0,0.0,15
8,9,1,2,2019-06-01,67479.77,67479.77,0.0,1824.0,0.0,15
8,9,1,2,2019-07-01,23094.37,23094.37,0.0,624.0,0.0,15
8,9,1,2,2019-08-01,62152.42,62152.42,0.0,1680.0,0.0,15
8,9,1,2,2019-09-01,55049.29,55049.29,0.0,1488.0,0.0,15
8,9,1,2,2019-10-01,0.0,0.0,0.0,0.0,0.0,15
8,9,1,2,2019-11-01,56825.04,56825.04,0.0,1536.0,0.0,15
8,9,1,2,2019-12-01,56825.07000000001,68758.35,0.0,1536.0,0.0,15
8,9,2,2,2018-09-01,25634.83,25634.83,0.0,734.0,0.0,16
8,9,2,2,2018-10-01,695924.36,695924.36,0.0,19818.0,0.0,16
8,9,2,2,2018-11-01,380867.36,380867.36,0.0,10961.0,0.0,16
8,9,2,2,2018-12-01,653459.5900000002,653459.5900000002,-3874.13,18968.0,-96.0,16
8,9,2,2,2019-01-01,731541.4100000001,731541.4100000001,0.0,21649.0,0.0,16
8,9,2,2,2019-02-01,177569.23,219092.0,1886.0,5295.0,48.0,16
8,9,2,2,2019-03-01,200880.56,236884.03,0.0,5991.0,0.0,16
8,9,2,2,2019-04-01,195883.23,236651.56,1968.0,5785.0,48.0,16
8,9,2,2,2019-05-01,353677.64,433369.0,0.0,10722.0,0.0,16
8,9,2,2,2019-06-01,351382.9999999999,400121.0,0.0,10063.0,0.0,16
8,9,2,2,2019-07-01,184259.88,219549.0,0.0,5286.0,0.0,16
8,9,2,2,2019-08-01,552532.9600000001,662104.0,3587.0,17533.0,96.0,16
8,9,2,2,2019-09-01,220280.79,273417.0,0.0,6939.0,0.0,16
8,9,2,2,2019-10-01,279320.06999999995,338314.3,0.0,8704.0,0.0,16
8,9,2,2,2019-11-01,509569.5799999998,587525.0,0.0,14679.0,0.0,16
8,9,2,2,2019-12-01,277434.66000000003,334950.0,0.0,8414.0,0.0,16
8,10,1,2,2018-10-01,18821.08,18821.08,0.0,528.0,0.0,17
8,10,1,2,2018-11-01,3422.0,3422.0,0.0,96.0,0.0,17
8,10,1,2,2019-01-01,17110.0,17110.0,0.0,480.0,0.0,17
8,10,1,2,2019-02-01,15399.63,17556.14,0.0,432.0,0.0,17
8,10,1,2,2019-03-01,24382.74,27927.2,0.0,684.0,0.0,17
8,10,1,2,2019-04-01,17966.21,19621.34,0.0,504.0,0.0,17
8,10,1,2,2019-05-01,10266.410000000002,11707.0,0.0,288.0,0.0,17
8,10,1,2,2019-06-01,3422.14,3422.14,0.0,96.0,0.0,17
8,10,1,2,2019-07-01,15399.63,18132.0,0.0,432.0,0.0,17
8,10,1,2,2019-08-01,5133.21,5133.21,0.0,144.0,0.0,17
8,10,1,2,2019-09-01,20747.11,21664.61,0.0,582.0,0.0,17
8,10,1,2,2019-10-01,63738.49999999999,67645.9,1069.0,1812.0,24.0,17
8,10,1,2,2019-11-01,40424.98,46983.08,3998.0,1230.0,96.0,17
8,10,1,2,2019-12-01,13795.490000000002,16697.14,0.0,387.0,0.0,17
8,10,2,2,2018-09-01,311.74,311.74,0.0,9.0,0.0,18
8,10,2,2,2018-10-01,426469.6000000004,426469.6000000004,-4761.380000000002,12282.0,-111.0,18
8,10,2,2,2018-11-01,269248.84000000014,269248.84000000014,-2459.6800000000007,7880.0,-60.0,18
8,10,2,2,2018-12-01,195206.97000000003,195206.97000000003,-388.4,5660.0,-10.0,18
8,10,2,2,2019-01-01,347416.8800000001,347416.8800000001,-2711.42,10342.0,-64.0,18
8,10,2,2,2019-02-01,219576.05,260439.91000000003,3698.0,6434.0,88.0,18
8,10,2,2,2019-03-01,162468.54000000007,186885.41000000003,1249.0,4605.0,29.0,18
8,10,2,2,2019-04-01,138925.67,161970.72,2206.0,4622.0,54.0,18
8,10,2,2,2019-05-01,128426.08000000006,154888.6,481.0,3889.0,11.0,18
8,10,2,2,2019-06-01,168218.49000000002,186581.54,509.0,4865.0,12.0,18
8,10,2,2,2019-07-01,137158.71,166936.9,452.0,3989.0,12.0,18
8,10,2,2,2019-08-01,177159.98,208070.81,2622.0,5603.0,69.0,18
8,10,2,2,2019-09-01,212739.79,253987.27,4516.0,6639.0,103.0,18
8,10,2,2,2019-10-01,165127.39999999994,206601.63,1694.0,5212.0,38.0,18
8,10,2,2,2019-11-01,330068.03,381098.96,670.0,9752.0,15.0,18
8,10,2,2,2019-12-01,144786.07,179805.94,982.0,4853.0,22.0,18
8,11,1,2,2018-10-01,17758.0,17758.0,0.0,480.0,0.0,19
8,11,1,2,2018-11-01,40843.0,40843.0,0.0,1104.0,0.0,19
8,11,1,2,2018-12-01,46170.0,46170.0,0.0,1248.0,0.0,19
8,11,1,2,2019-01-01,58601.0,58601.0,0.0,1584.0,0.0,19
8,11,1,2,2019-02-01,60376.72,60376.72,0.0,1632.0,0.0,19
8,11,1,2,2019-03-01,60376.74000000001,60376.74000000001,0.0,1632.0,0.0,19
8,11,1,2,2019-04-01,154528.56000000006,154528.56000000006,0.0,4176.0,0.0,19
8,11,1,2,2019-05-01,55049.34,55049.34,0.0,2112.0,0.0,19
8,11,1,2,2019-06-01,113678.38,113678.38,0.0,3072.0,0.0,19
8,11,1,2,2019-07-01,58600.89,58600.89,0.0,1584.0,0.0,19
8,11,1,2,2019-08-01,117229.95,117229.95,0.0,3168.0,0.0,19
8,11,1,2,2019-09-01,51497.71000000001,51497.71000000001,0.0,1392.0,0.0,19
8,11,1,2,2019-10-01,62152.45999999999,62152.45999999999,0.0,1680.0,0.0,19
8,11,1,2,2019-11-01,94122.14,94122.14,0.0,2544.0,0.0,19
8,11,1,2,2019-12-01,74587.13,90250.46,0.0,2016.0,0.0,19
8,11,2,2,2018-09-01,139429.66,139429.66,0.0,4005.0,0.0,20
8,11,2,2,2018-10-01,992017.8000000005,992017.8000000005,-3137.9400000000005,28235.0,-73.0,20
8,11,2,2,2018-11-01,762739.0300000003,762739.0300000003,-8265.050000000001,22057.0,-200.0,20
8,11,2,2,2018-12-01,918192.6999999998,918192.6999999998,-4337.57,26626.0,-105.0,20
8,11,2,2,2019-01-01,863865.4800000009,863865.4800000009,-1537.57,25514.0,-36.0,20
8,11,2,2,2019-02-01,413734.87000000005,511821.0,6157.0,12237.0,150.0,20
8,11,2,2,2019-03-01,333360.65,396718.0,257.0,9858.0,6.0,20
8,11,2,2,2019-04-01,195180.37,290606.12,59034.0,5750.0,1440.0,20
8,11,2,2,2019-05-01,108711.15,134522.0,3792.0,3296.0,96.0,20
8,11,2,2,2019-06-01,243675.79000000012,282236.0,4815.0,7088.0,117.0,20
8,11,2,2,2019-07-01,406175.52,493427.0,0.0,11874.0,0.0,20
8,11,2,2,2019-08-01,534741.0599999999,641991.0,578.0,16871.0,14.0,20
8,11,2,2,2019-09-01,8778.929999999995,12205.0,223.0,273.0,5.0,20
8,11,2,2,2019-10-01,452899.2699999998,546849.0,401.0,13653.0,9.0,20
8,11,2,2,2019-11-01,558936.35,673080.8400000001,16566.0,16443.0,399.0,20
8,11,2,2,2019-12-01,155943.77000000002,195245.67,2941.0,4774.0,66.0,20
8,12,1,2,2018-12-01,213.88,213.88,0.0,6.0,0.0,21
8,12,1,2,2019-01-01,1532.83,1532.83,0.0,43.0,0.0,21
8,12,1,2,2019-02-01,0.0,0.0,0.0,0.0,0.0,21
8,12,1,2,2019-03-01,0.0,0.0,0.0,0.0,0.0,21
8,12,1,2,2019-04-01,7103.14,7103.14,0.0,192.0,0.0,21
8,12,1,2,2019-05-01,28412.54,28412.54,0.0,768.0,0.0,21
8,12,1,2,2019-06-01,1775.79,1775.79,0.0,48.0,0.0,21
8,12,1,2,2019-07-01,29506.84,33767.49,0.0,815.0,0.0,21
8,12,1,2,2019-08-01,23299.090000000004,23352.19,0.0,630.0,0.0,21
8,12,1,2,2019-09-01,0.0,0.0,0.0,0.0,0.0,21
8,12,1,2,2019-10-01,1775.79,1775.79,0.0,48.0,0.0,21
8,12,1,2,2019-11-01,5755.1500000000015,5862.35,0.0,156.0,0.0,21
8,12,1,2,2019-12-01,-26862.789999999994,-7548.94,21337.0,288.0,479.0,21
8,12,2,2,2018-03-01,-111.19,-111.19,-134.54,0.0,-4.0,22
8,12,2,2,2018-09-01,28404.449999999993,28404.449999999993,0.0,816.0,0.0,22
